MOF,Pressure (kPa),Temp (K)
WUTHOL_clean,17.871326914747602,273
WUTHOL_clean,20.1527729086866,273
WUTHOL_clean,22.0539778925256,273
WUTHOL_clean,24.3354238864646,273
WUTHOL_clean,26.4267493753536,273
WUTHOL_clean,29.0884363660604,273
WUTHOL_clean,31.3698823466672,273
WUTHOL_clean,33.2710873438384,273
WUTHOL_clean,35.3624128327274,273
WUTHOL_clean,37.6438588266664,273
WUTHOL_clean,39.9253048072732,273
WUTHOL_clean,42.2067508012122,273
WUTHOL_clean,44.678317286869,273
WUTHOL_clean,46.959763280808,273
WUTHOL_clean,49.051088769697,273
WUTHOL_clean,51.142414258586,273
WUTHOL_clean,53.423860252525,273
WUTHOL_clean,55.70530623313179,273
WUTHOL_clean,58.3669932238386,273
WUTHOL_clean,60.0780777159598,273
WUTHOL_clean,62.7397647066666,273
WUTHOL_clean,65.0212107006056,273
WUTHOL_clean,67.3026566812124,273
WUTHOL_clean,69.3939821701014,273
WUTHOL_clean,71.6754281640404,273
WUTHOL_clean,73.7667536529294,273
WUTHOL_clean,75.8580791418184,273
WUTHOL_clean,78.5197661325252,273
WUTHOL_clean,80.991332618182,273
WUTHOL_clean,83.082658107071,273
WUTHOL_clean,85.36410410101,273
WUTHOL_clean,87.64555009494899,273
WUTHOL_clean,89.736875583838,273
WUTHOL_clean,92.3985625612126,273
WUTHOL_clean,94.4898880634338,273
WUTHOL_clean,96.9614545490906,273
WUTHOL_clean,98.8626595329296,273
WUTHOL_clean,100.9539850218186,273
WUTHOL_clean,105.8971180064644,273
ESUYAV_clean,3.615592723,298
ESUYAV_clean,7.911733243,298
ESUYAV_clean,12.20641336,298
ESUYAV_clean,16.84100227,298
ESUYAV_clean,21.98855774,298
ESUYAV_clean,26.62059095,298
ESUYAV_clean,31.93682297,298
ESUYAV_clean,36.91059048,298
ESUYAV_clean,42.05339964,298
ESUYAV_clean,47.36671084,298
ESUYAV_clean,52.85198451,298
ESUYAV_clean,58.33616286,298
ESUYAV_clean,63.30700957,298
ESUYAV_clean,68.96168998,298
ESUYAV_clean,74.78687244,298
ESUYAV_clean,80.2706857,298
ESUYAV_clean,85.2397069,298
ESUYAV_clean,90.72205975,298
ESUYAV_clean,96.37564486,298
XAPFOM_clean,5.23918,278
XAPFOM_clean,6.3781321,278
XAPFOM_clean,12.9840547,278
XAPFOM_clean,16.0592255,278
XAPFOM_clean,31.7767654,278
XAPFOM_clean,39.977221,278
XAPFOM_clean,49.8861048,278
XAPFOM_clean,55.9225513,278
XAPFOM_clean,70.7289294,278
XAPFOM_clean,79.38496579999999,278
XAPFOM_clean,89.0660592,278
SOGCUP_clean,0.500834725,298
SOGCUP_clean,0.667779633,298
SOGCUP_clean,5.843071786,298
SOGCUP_clean,10.85141903,298
SOGCUP_clean,15.52587646,298
SOGCUP_clean,21.03505843,298
SOGCUP_clean,26.5442404,298
SOGCUP_clean,32.05342237,298
SOGCUP_clean,35.72621035,298
SOGCUP_clean,40.9015025,298
SOGCUP_clean,45.90984975,298
SOGCUP_clean,51.0851419,298
SOGCUP_clean,55.92654424,298
SOGCUP_clean,60.76794658,298
SOGCUP_clean,66.27712855,298
SOGCUP_clean,71.11853088,298
SOGCUP_clean,75.95993322,298
SOGCUP_clean,80.80133556,298
SOGCUP_clean,86.14357262,298
SOGCUP_clean,91.15191987,298
SOGCUP_clean,95.8263773,298
WIQVAV_clean,14.03009554,273
WIQVAV_clean,55.81409135,273
WIQVAV_clean,88.71565344,273
WIQVAV_clean,123.2524133,273
WIQVAV_clean,256.1579275,273
WIQVAV_clean,354.5266819,273
WIQVAV_clean,456.3239174,273
WIQVAV_clean,558.0915118,273
WIQVAV_clean,659.8492259,273
WIQVAV_clean,761.5772989,273
WIQVAV_clean,863.3152523,273
INEMUM_clean,1.5570267,298
INEMUM_clean,4.269512300000001,298
INEMUM_clean,6.9830133000000005,298
INEMUM_clean,9.6960067,298
INEMUM_clean,12.216085,298
INEMUM_clean,14.928570699999998,298
INEMUM_clean,17.6410564,298
INEMUM_clean,20.353542,298
INEMUM_clean,22.6796901,298
INEMUM_clean,26.7471494,298
INEMUM_clean,30.8151164,298
INEMUM_clean,34.8830834,298
INEMUM_clean,38.951558,298
INEMUM_clean,42.8250871,298
INEMUM_clean,46.7001391,298
INEMUM_clean,50.7670907,298
INEMUM_clean,54.8350577,298
INEMUM_clean,58.51516409999999,298
INEMUM_clean,62.7750307,298
INEMUM_clean,66.8419824,298
INEMUM_clean,70.7155114,298
INEMUM_clean,77.49342569999999,298
INEMUM_clean,81.1725167,298
INEMUM_clean,86.78786459999999,298
INEMUM_clean,92.016875,298
INEMUM_clean,97.4372773,298
INEMUM_clean,101.3102986,298
INEMUM_clean,105.3757272,298
DOGBAE_clean,0.879483251,278
DOGBAE_clean,2.521963172,278
DOGBAE_clean,3.945241743,278
DOGBAE_clean,6.902164661,278
DOGBAE_clean,10.84396345,278
DOGBAE_clean,12.8144803,278
DOGBAE_clean,15.98945691,278
DOGBAE_clean,18.94542345,278
DOGBAE_clean,22.99586654,278
DOGBAE_clean,27.92215866,278
DOGBAE_clean,33.39530649,278
DOGBAE_clean,37.8831959,278
DOGBAE_clean,43.02830681,278
DOGBAE_clean,48.06324322,278
DOGBAE_clean,52.98915278,278
DOGBAE_clean,58.02428047,278
DOGBAE_clean,63.16862628,278
DOGBAE_clean,68.09415329,278
DOGBAE_clean,73.2392642,278
DOGBAE_clean,78.27381806,278
DOGBAE_clean,83.0897444,278
DOGBAE_clean,88.34349961,278
DOGBAE_clean,93.26864407,278
OSOBEG_clean,4.95035274291418,273
OSOBEG_clean,10.350737552517598,273
OSOBEG_clean,14.8510582327422,273
OSOBEG_clean,20.2514430410124,273
OSOBEG_clean,24.301731643882,273
OSOBEG_clean,29.2520843881294,273
OSOBEG_clean,33.752405068354,273
OSOBEG_clean,39.152789876624205,273
OSOBEG_clean,43.2030784794938,273
OSOBEG_clean,48.1534312237412,273
OSOBEG_clean,53.1037839679886,273
OSOBEG_clean,57.1540725708582,273
OSOBEG_clean,62.1044253151056,273
OSOBEG_clean,66.6047459953302,273
OSOBEG_clean,71.5550987395776,273
OSOBEG_clean,76.05541940647001,273
OSOBEG_clean,80.5557400866946,273
OSOBEG_clean,84.6060286895642,273
OSOBEG_clean,86.4061569589876,273
OSOBEG_clean,89.5563814338116,273
OSOBEG_clean,90.9064776392122,273
OSOBEG_clean,94.0567021140362,273
OSOBEG_clean,95.8568303834596,273
OSOBEG_clean,98.5570227809286,273
OSOBEG_clean,101.2572151917298,273
OSOBEG_clean,105.3075037945994,273
RUPRUQ_clean,0.0004,298
RUPRUQ_clean,2.5165906,298
RUPRUQ_clean,5.0473898,298
RUPRUQ_clean,14.9415777,298
RUPRUQ_clean,24.6055029,298
RUPRUQ_clean,34.6196279,298
RUPRUQ_clean,44.7507648,298
RUPRUQ_clean,55.001003,298
RUPRUQ_clean,65.0218144,298
RUPRUQ_clean,74.8131989,298
RUPRUQ_clean,84.9539475,298
RUPRUQ_clean,94.9793558,298
ZIJMUD_clean,1.198305107,273
ZIJMUD_clean,8.559322063,273
ZIJMUD_clean,10.95593218,273
ZIJMUD_clean,13.35254239,273
ZIJMUD_clean,15.06440674,273
ZIJMUD_clean,17.28983054,273
ZIJMUD_clean,19.51525424,273
ZIJMUD_clean,21.74067794,273
ZIJMUD_clean,23.79491522,273
ZIJMUD_clean,25.50677967,273
ZIJMUD_clean,27.90338979,273
ZIJMUD_clean,30.3,273
ZIJMUD_clean,32.18305087,273
ZIJMUD_clean,34.7508475,273
ZIJMUD_clean,36.63389826,273
ZIJMUD_clean,39.03050848,273
ZIJMUD_clean,41.42711869,273
ZIJMUD_clean,43.65254239,273
ZIJMUD_clean,45.70677967,273
ZIJMUD_clean,47.41864403,273
ZIJMUD_clean,48.95932206,273
ZIJMUD_clean,51.18474576,273
ZIJMUD_clean,53.41016946,273
ZIJMUD_clean,55.46440674,273
ZIJMUD_clean,57.1762712,273
ZIJMUD_clean,59.05932206,273
ZIJMUD_clean,60.77118642,273
ZIJMUD_clean,62.48305087,273
ZIJMUD_clean,64.53728815,273
ZIJMUD_clean,66.07796609,273
ZIJMUD_clean,67.44745761,273
ZIJMUD_clean,69.15932206,273
ZIJMUD_clean,71.21355935,273
ZIJMUD_clean,72.75423728,273
ZIJMUD_clean,74.97966098,273
ZIJMUD_clean,76.69152543,273
ZIJMUD_clean,78.74576272,273
ZIJMUD_clean,80.62881359,273
ZIJMUD_clean,83.53898304,273
ZIJMUD_clean,86.4491525,273
ZIJMUD_clean,87.98983054,273
ZIJMUD_clean,90.9,273
ZIJMUD_clean,92.95423728,273
ZIJMUD_clean,95.17966098,273
ZIJMUD_clean,97.74745761,273
OJIPAB_clean,0.134944206,278
OJIPAB_clean,0.507525767,278
OJIPAB_clean,0.967064669,278
OJIPAB_clean,1.319232332,278
OJIPAB_clean,1.736207819,278
OJIPAB_clean,3.30994058,278
OJIPAB_clean,6.543194608,278
OJIPAB_clean,9.595052894,278
OJIPAB_clean,12.78667998,278
OJIPAB_clean,15.85979326,278
OJIPAB_clean,18.97866743,278
OJIPAB_clean,22.43939582,278
OJIPAB_clean,25.59757878,278
OJIPAB_clean,28.51266654,278
OJIPAB_clean,32.13681362,278
OJIPAB_clean,35.36531743,278
OJIPAB_clean,37.99811692,278
OJIPAB_clean,41.31822964,278
OJIPAB_clean,44.39561086,278
OJIPAB_clean,47.69916026,278
OJIPAB_clean,51.24853212,278
OJIPAB_clean,54.40554874,278
OJIPAB_clean,57.07389037,278
OJIPAB_clean,59.87119707,278
OJIPAB_clean,63.56141,278
OJIPAB_clean,68.28459998,278
OJIPAB_clean,71.62908735,278
OJIPAB_clean,75.13738319,278
OJIPAB_clean,78.81751061,278
OJIPAB_clean,83.66751006,278
OJIPAB_clean,87.76543156,278
OJIPAB_clean,90.97223014,278
OJIPAB_clean,95.42489103,278
OJIPAB_clean,101.3000408,278
OSOBIK_clean,4.50032067489172,298
OSOBIK_clean,8.10057721507174,298
OSOBIK_clean,13.5009620273416,298
OSOBIK_clean,18.001282694234,298
OSOBIK_clean,21.601539246413,298
OSOBIK_clean,26.1018599133054,298
OSOBIK_clean,30.60218059353,298
OSOBIK_clean,34.2024371323768,298
OSOBIK_clean,38.7027577992692,298
OSOBIK_clean,42.3030143514482,298
OSOBIK_clean,47.2533670823634,298
OSOBIK_clean,49.9535594931646,298
OSOBIK_clean,54.903912237412,298
OSOBIK_clean,63.0044894564834,298
OSOBIK_clean,67.054778059353,298
OSOBIK_clean,71.1050666622226,298
OSOBIK_clean,75.15535527842441,298
OSOBIK_clean,79.20564388129401,298
OSOBIK_clean,83.2559324841636,298
OSOBIK_clean,90.00641349783439,298
OSOBIK_clean,94.9567662420818,298
OSOBIK_clean,98.5570227809286,298
LOFJAT_clean,0.432079764231332,298
LOFJAT_clean,3.39376083380712,298
LOFJAT_clean,6.5682573106689,298
LOFJAT_clean,9.742216374548,298
LOFJAT_clean,12.49215686440302,298
LOFJAT_clean,15.666115933615,298
LOFJAT_clean,19.260869086956,298
LOFJAT_clean,22.4337533288694,298
LOFJAT_clean,25.3965092198776,298
LOFJAT_clean,28.358727703236,298
LOFJAT_clean,31.7422777037044,298
LOFJAT_clean,35.337568278027405,298
LOFJAT_clean,37.8763056003444,298
LOFJAT_clean,41.0497272499076,298
LOFJAT_clean,44.011408312284,298
LOFJAT_clean,47.3949583127524,298
LOFJAT_clean,50.356101967479,298
LOFJAT_clean,53.7401893755972,298
LOFJAT_clean,56.701870451305794,298
LOFJAT_clean,59.8742172722372,298
LOFJAT_clean,62.83589834794579,298
LOFJAT_clean,66.21891092743219,298
LOFJAT_clean,69.1805919898086,298
LOFJAT_clean,72.354013652704,298
LOFJAT_clean,75.52528564500359,298
LOFJAT_clean,78.698169886917,298
LOFJAT_clean,81.8705167078484,298
LOFJAT_clean,85.04447577839359,298
LOFJAT_clean,87.79280403063379,298
LOFJAT_clean,91.1774288464018,298
LOFJAT_clean,94.56151625452,298
LOFJAT_clean,97.5226599092466,298
LOFJAT_clean,100.695006730178,298
LOFJAT_clean,103.655075569605,298
OSOCIL_clean,5.3776941171429,298
OSOCIL_clean,10.30724705885714,298
OSOCIL_clean,16.1330823580948,298
OSOCIL_clean,21.0626352971426,298
OSOCIL_clean,26.4403294076194,298
OSOCIL_clean,31.8180235314284,298
OSOCIL_clean,37.1957176419052,298
OSOCIL_clean,41.228988238095,298
OSOCIL_clean,47.502964704762,298
OSOCIL_clean,51.0880941161906,298
OSOCIL_clean,56.4657882399996,298
OSOCIL_clean,61.84348235047639,298
OSOCIL_clean,71.254447057143,298
OSOCIL_clean,76.18399999619079,298
OSOCIL_clean,80.6654117638096,298
OSOCIL_clean,85.1468235314284,298
OSOCIL_clean,90.5245176419052,298
OSOCIL_clean,94.557788238095,298
OSOCIL_clean,100.383623533333,298
XIDCEV_clean,0.8635579000000001,298
XIDCEV_clean,0.8721934790000001,298
XIDCEV_clean,1.3816926,298
XIDCEV_clean,2.5906736,298
XIDCEV_clean,4.3177893,298
XIDCEV_clean,5.6994819,298
XIDCEV_clean,6.7357513,298
XIDCEV_clean,9.671848,298
XIDCEV_clean,12.08981,298
XIDCEV_clean,14.8531952,298
XIDCEV_clean,17.2711572,298
XIDCEV_clean,20.2072539,298
XIDCEV_clean,22.7979275,298
XIDCEV_clean,25.2158895,298
XIDCEV_clean,27.9792746,298
XIDCEV_clean,30.7426598,298
XIDCEV_clean,33.3333333,298
XIDCEV_clean,35.9240069,298
XIDCEV_clean,38.8601036,298
XIDCEV_clean,41.4507772,298
XIDCEV_clean,44.2141623,298
XIDCEV_clean,46.8048359,298
XIDCEV_clean,49.3955095,298
XIDCEV_clean,52.1588946,298
XIDCEV_clean,55.094991400000005,298
XIDCEV_clean,57.8583765,298
XIDCEV_clean,60.1036269,298
XIDCEV_clean,62.6943005,298
XIDCEV_clean,65.4576857,298
XIDCEV_clean,68.0483592,298
XIDCEV_clean,70.8117444,298
XIDCEV_clean,73.5751295,298
XIDCEV_clean,76.16580309999999,298
XIDCEV_clean,78.92918829999999,298
XIDCEV_clean,81.5198618,298
XIDCEV_clean,84.28324699999999,298
XIDCEV_clean,86.701209,298
XIDCEV_clean,89.6373057,298
XIDCEV_clean,92.2279793,298
XIDCEV_clean,94.6459413,298
XIDCEV_clean,97.7547496,298
XIDCEV_clean,100.0,298
XIDCEV_clean,101.208981,298
KOLYAM_clean,1.87923561006118,273
KOLYAM_clean,6.26564813196896,273
KOLYAM_clean,10.76742356586232,273
KOLYAM_clean,13.256902758142958,273
KOLYAM_clean,17.2860835313306,273
KOLYAM_clean,21.4312827061158,273
KOLYAM_clean,25.225804824318,273
KOLYAM_clean,29.0150831882772,273
KOLYAM_clean,33.042953030236795,273
KOLYAM_clean,37.072133800758,273
KOLYAM_clean,41.2166774979302,273
KOLYAM_clean,45.243236397996,273
KOLYAM_clean,49.273728110411,273
KOLYAM_clean,53.1862350390518,273
KOLYAM_clean,59.2237792308372,273
KOLYAM_clean,61.3501274358756,273
KOLYAM_clean,65.3753753940476,273
KOLYAM_clean,69.16465375800679,273
KOLYAM_clean,73.30854197756601,273
KOLYAM_clean,77.2177715448062,273
KOLYAM_clean,81.48161096764639,273
KOLYAM_clean,85.2722002734994,273
KOLYAM_clean,89.2967927540584,273
KOLYAM_clean,93.324662596018,273
KOLYAM_clean,97.2325812213644,273
XIVVUW_clean,0.0165625490999999,298
XIVVUW_clean,0.5193845527,298
XIVVUW_clean,0.9241053038,298
XIVVUW_clean,1.429475392,298
XIVVUW_clean,2.432146634,298
XIVVUW_clean,3.134568588,298
XIVVUW_clean,3.939338602,298
XIVVUW_clean,4.242135974,298
XIVVUW_clean,4.746232020000001,298
XIVVUW_clean,5.852100683,298
XIVVUW_clean,6.354498006,298
XIVVUW_clean,6.958818708,298
XIVVUW_clean,7.863388698,298
XIVVUW_clean,9.170131354,298
XIVVUW_clean,10.47687401,298
XIVVUW_clean,11.68126861,298
XIVVUW_clean,12.78586323,298
XIVVUW_clean,14.59203044,298
XIVVUW_clean,16.499696349999997,298
XIVVUW_clean,18.70633751,298
XIVVUW_clean,20.81147997,298
XIVVUW_clean,23.0164224,298
XIVVUW_clean,26.02146336,298
XIVVUW_clean,30.72565199,298
XIVVUW_clean,35.32834192,298
XIVVUW_clean,40.42918236,298
XIVVUW_clean,50.325093110000005,298
XIVVUW_clean,60.31698171,298
XIVVUW_clean,70.50592217,298
XIVVUW_clean,80.69316391000001,298
XIVVUW_clean,90.1801071,298
WASKIN_clean,0.117723620374976,273
WASKIN_clean,0.353170860991606,273
WASKIN_clean,0.47089448123326,273
WASKIN_clean,0.94178896246652,273
WASKIN_clean,1.5304070643414,273
WASKIN_clean,3.8848794705077,273
WASKIN_clean,6.710246357907259,273
WASKIN_clean,9.30016600402358,273
WASKIN_clean,12.12553289142314,273
WASKIN_clean,14.8331761528482,273
WASKIN_clean,17.305372184988997,273
WASKIN_clean,19.8952918364382,273
WASKIN_clean,22.8383823458126,273
WASKIN_clean,25.4283019839296,273
WASKIN_clean,27.9004980160704,273
WASKIN_clean,30.7258649061364,273
WASKIN_clean,33.198060924945,273
WASKIN_clean,36.023427815011,273
WASKIN_clean,38.7310710857686,273
WASKIN_clean,41.438714343194,273
WASKIN_clean,44.1463576139516,273
WASKIN_clean,46.7362772654008,273
WASKIN_clean,49.3261969035178,273
WASKIN_clean,52.03384017427541,273
WASKIN_clean,54.741483445033,273
WASKIN_clean,57.3314030964822,273
WASKIN_clean,60.0390463539076,273
WASKIN_clean,62.7466896246652,273
WASKIN_clean,65.3366092761144,273
WASKIN_clean,68.1619761528482,273
WASKIN_clean,70.634172184989,273
WASKIN_clean,73.2240918364382,273
WASKIN_clean,76.049458713172,273
WASKIN_clean,78.75710198392959,273
WASKIN_clean,81.3470216353788,273
WASKIN_clean,83.8192176541874,273
WASKIN_clean,86.6445845442534,273
WASKIN_clean,89.4699514343194,273
WASKIN_clean,91.9421474664602,273
WASKIN_clean,94.6497907238856,273
WASKIN_clean,97.3574339946432,273
